연번,의료시설구분,기관명,기관 소재지,위도,경도,전화번호,데이터기준일
190,안전상비의약품,미니스톱 동남칸타빌 2점,"충청북도 청주시 상당구 중고개로 104, 1-101호 (용암동, 칸타빌 더 테라스 2단지)",36.6252363,127.5091628,,2022-10-31
191,안전상비의약품,미니스톱 동남칸타빌점,"충청북도 청주시 상당구 중고개로 140 (용암동, 칸타빌 더 테라스 1단지)",36.6170027,127.5249109,,2022-10-31
192,안전상비의약품,미니스톱 동남파밀리에점,"충청북도 청주시 상당구 동남로 187, 상가2동 106호 (용암동, 청주동남파밀리에NHF4단지)",36.6190249,127.5257727,,2022-10-31
193,안전상비의약품,미니스톱 용암센터점,충청북도 청주시 상당구 단재로196번길 23-11 (용암동),36.6129545,127.4989559,,2022-10-31
194,안전상비의약품,미니스톱 용암천사점,"충청북도 청주시 상당구 낙영로24번길 17, 1층 (용암동)",36.6172331,127.509466,,2022-10-31
195,안전상비의약품,미니스톱 청주병암점,충청북도 청주시 상당구 가덕면 단재로 1418,36.5769581,127.5755142,,2022-10-31
196,안전상비의약품,미니스톱청주금천점,충청북도 청주시 상당구 산성로 68 (금천동),36.6258159,127.5122583,043-225-8355,2022-10-31
197,안전상비의약품,보은붕어낚시,충청북도 청주시 상당구 미원면 단재로 2860,36.6361403,127.6584171,,2022-10-31
198,안전상비의약품,세븐일레븐 청주고은삼거리점,충청북도 청주시 상당구 남일면 단재로 750,36.565105,127.5094294,043-288-1358,2022-10-31
199,안전상비의약품,세븐일레븐 청주금천센터점,"충청북도 청주시 상당구 영운천로145번길 35, 1층 (금천동)",36.6233583,127.5116063,,2022-10-31
200,안전상비의약품,세븐일레븐 청주금천중앙점,충청북도 청주시 상당구 쇠내로 127 (금천동),36.6225518,127.5065847,043-222-9157,2022-10-31
201,안전상비의약품,세븐일레븐 청주금천효성점,"충청북도 청주시 상당구 수영로 198, 효성1차아파트 상가 102호 (금천동)",36.6227414,127.5037884,,2022-10-31
202,안전상비의약품,세븐일레븐 청주동남LH점,"충청북도 청주시 상당구 호미로 137, 상가1동 102~103호 (용암동, 청주동남1단지)",36.6279017,127.5146713,,2022-10-31
203,안전상비의약품,세븐일레븐 청주방서중흥점,"충청북도 청주시 상당구 단재로 312, 상가143동 101호 (방서동, 방서중흥에스클래스)",36.6037786,127.5065456,,2022-10-31
204,안전상비의약품,세븐일레븐 청주수동점,충청북도 청주시 상당구 교동로 26 (수동),36.6371272,127.4931076,,2022-10-31
205,안전상비의약품,세븐일레븐 청주영운두산점,충청북도 청주시 상당구 수영로137번길 100 (영운동),36.621441,127.4984705,,2022-10-31
206,안전상비의약품,세븐일레븐 청주용암골점,"충청북도 청주시 상당구 용암로 104, 1층 101호 (용암동)",36.6163234,127.5039481,,2022-10-31
207,안전상비의약품,세븐일레븐 청주용암중앙점,충청북도 청주시 상당구 월평로184번길 22 (용암동),36.6099369,127.504037,043-291-0980,2022-10-31
208,안전상비의약품,세븐일레븐 청주용암플러스점,충청북도 청주시 상당구 용암북로92번길 1 (용암동),36.6192466,127.5084303,,2022-10-31
209,안전상비의약품,세븐일레븐 청주용암현대점,"충청북도 청주시 상당구 용암로 19 (용암동, 용암현대아파트)",36.611105,127.509695,,2022-10-31
210,안전상비의약품,세븐일레븐 청주용정비발디점,"충청북도 청주시 상당구 용정로 40, 101호 (용정동)",36.6346142,127.5251595,,2022-10-31
211,안전상비의약품,세븐일레븐 청주중흥S클래스점,"충청북도 청주시 상당구 단재로 312, 상가 141동 106~107호 (방서동, 방서중흥에스클래스)",36.6034769,127.5077021,,2022-10-31
212,안전상비의약품,세븐일레븐 청주코아루점,"충청북도 청주시 상당구 중앙로 80, 1층 108호 (북문로3가, 청주행정타운코아루휴티스)",36.6410681,127.4888613,,2022-10-31
213,안전상비의약품,세븐일레븐청주남일효촌점,충청북도 청주시 상당구 남일면 효촌송암1길 24,36.5883236,127.5104559,043-283-7110,2022-10-31
214,안전상비의약품,세븐일레븐청주탑동점,충청북도 청주시 상당구 탑동로 4 (탑동),36.6277836,127.4954653,043-250-9236,2022-10-31
215,안전상비의약품,씨스페이스 청주서문점,충청북도 청주시 상당구 무심동로372번길 43 (서문동),36.6337683,127.4861297,,2022-10-31
216,안전상비의약품,씨유 용정비발디점,충청북도 청주시 상당구 용정로38번길 17-1(용정동),36.6390632,127.5253122,,2022-10-31
217,안전상비의약품,씨유 용정점,충청북도 청주시 상당구 호미로202번길 2(용정동),36.626097,127.5159954,,2022-10-31
218,안전상비의약품,씨유 용정힐스점,충청북도 청주시 상당구 용정로2번길 2 (용정동),36.6316903,127.5332685,043-288-0551,2022-10-31
219,안전상비의약품,씨유 청주남일효촌점,충청북도 청주시 상당구 남일면 단재로 464,36.589522,127.50669,,2022-10-31
220,안전상비의약품,씨유 청주동남우미린점,"충청북도 청주시 상당구 동남로 15, 2동 101~103호 (방서동, 동남지구우미린풀하우스)",36.6033919,127.5060942,,2022-10-31
221,안전상비의약품,씨유 청주동남일등점,"충청북도 청주시 상당구 호미로 137, 상가2동 108~110호 (용암동)",36.6279017,127.5146713,,2022-10-31
222,안전상비의약품,씨유 청주북문점,"충청북도 청주시 상당구 상당로81번길 9-1, 1층 (북문로1가)",36.6354482,127.4899283,,2022-10-31
223,안전상비의약품,씨유 청주영운주민센터점,"충청북도 청주시 상당구 단재로 131, 1층 (영운동)",36.621075,127.5099325,043-222-0219,2022-10-31
224,안전상비의약품,씨유 청주용담동점,"충청북도 청주시 상당구 산성로116번길 30, 위드타워 (용담동)",36.6322351,127.5061104,,2022-10-31
225,안전상비의약품,씨유 청주용담빌리지점,"충청북도 청주시 상당구 용담로 137, 1층 (용담동)",36.6333108,127.4997358,,2022-10-31
226,안전상비의약품,씨유 청주용성초점,충청북도 청주시 상당구 호미로167번길 19 (용암동),36.6230219,127.5170734,,2022-10-31
227,안전상비의약품,씨유 청주용암광장점,충청북도 청주시 상당구 1순환로1253번길 38 (용암동),36.6093057,127.5041607,,2022-10-31
228,안전상비의약품,씨유 청주용암굿모닝점,"충청북도 청주시 상당구 월평로150번길 21, 1층 (용암동)",36.6101371,127.5012489,,2022-10-31
229,안전상비의약품,씨유 청주용암부영점,충청북도 청주시 상당구 용암북로120번길 21-1(용암동),36.6197383,127.5120808,,2022-10-31
230,안전상비의약품,씨유 청주용암센터점,충청북도 청주시 상당구 용암로99번길 22 (용암동),36.6152229,127.5026047,,2022-10-31
231,안전상비의약품,씨유 청주용암타운점,충청북도 청주시 상당구 1순환로 1250 (용암동),36.614613,127.5044028,043-288-2015,2022-10-31
232,안전상비의약품,씨유 청주용암형석점,"충청북도 청주시 상당구 월평로 209, 상가2동 1층 103호 (용암동)",36.6091513,127.5075621,,2022-10-31
233,안전상비의약품,씨유 청주용정타운,충청북도 청주시 상당구 용암북로 205-2 (용정동),36.6190702,127.5081939,,2022-10-31
234,안전상비의약품,씨유 청주월평로점,충청북도 청주시 상당구 월평로 246(용암동),36.6063622,127.5100122,,2022-10-31
235,안전상비의약품,씨유 청주탑동힐데스하임점,충청북도 청주시 상당구 탑동로 18 (탑동),36.628368,127.4966166,,2022-10-31
236,안전상비의약품,씨유 청주트윈힐스점,"충청북도 청주시 상당구 중고개로 349, 상가동 103호 (탑동, 탑동보성트윈힐스)",36.6305539,127.5018878,,2022-10-31
237,안전상비의약품,씨유 청주한국병원점,"충청북도 청주시 상당구 영운로 57, 1층 (영운동)",36.6205292,127.4953203,,2022-10-31
238,안전상비의약품,씨유(CU) 청주용암원룸점,충청북도 청주시 상당구 용암북로68번길 5-3 (용암동),36.6177677,127.5066935,,2022-10-31
239,안전상비의약품,씨유(CU)청주서문CGV점,충청북도 청주시 상당구 상당로81번길 66 (서문동),36.6356109,127.4866866,,2022-10-31
240,안전상비의약품,씨유용암스타,충청북도 청주시 상당구 낙영로 33 (용암동),36.6184129,127.5092786,,2022-10-31
241,안전상비의약품,씨유청주가로수길점,충청북도 청주시 상당구 중앙로 5-1 (북문로2가),36.6374627,127.488742,043-224-4936,2022-10-31
242,안전상비의약품,씨유청주금천광장점,"충청북도 청주시 상당구 산성로98번길 12, 그린프라자 104호 (금천동)",36.6312243,127.5042316,,2022-10-31
243,안전상비의약품,씨유청주금천쉐르빌점,"충청북도 청주시 상당구 꽃산동로 4-17, A동 101호 (금천동, 정원쉐르빌)",36.6262529,127.5089348,043-224-5447,2022-10-31
244,안전상비의약품,씨유청주금천원룸점,충청북도 청주시 상당구 영운천로133번길 39 (금천동),36.6229814,127.5111,043-283-3116,2022-10-31
245,안전상비의약품,씨유청주금천현대점,"충청북도 청주시 상당구 중고개로337번길 23, 102, 103, 111, 112호 (금천동, 금천현대아파트)",36.6289117,127.5035566,,2022-10-31
246,안전상비의약품,씨유청주동남LH점,"충청북도 청주시 상당구 월운로 146, S001동 101~102호 (용암동, 청주동남 LH행복주택)",36.6188616,127.5263998,,2022-10-31
247,안전상비의약품,씨유청주미원로드점,"충청북도 청주시 상당구 미원면 단재로 2412, 1층",36.6315181,127.6549169,,2022-10-31
248,안전상비의약품,씨유청주방서중흥점,"충청북도 청주시 상당구 단재로 312, 상가142동 105, 106호 (방서동, 방서중흥에스클래스)",36.6036516,127.5074428,,2022-10-31
249,안전상비의약품,씨유청주서문대림점,충청북도 청주시 상당구 남사로79번길 1 (서문동),36.6319052,127.4837626,043-222-4989,2022-10-31
250,안전상비의약품,씨유청주수동점,충청북도 청주시 상당구 대성로 217 (수동),36.6446207,127.4916124,043-221-2347,2022-10-31
251,안전상비의약품,씨유청주시청후문점,충청북도 청주시 상당구 중앙로 63-1 (북문로3가),36.6413743,127.4871371,043-221-2049,2022-10-31
252,안전상비의약품,씨유청주영운늘푸른점,"충청북도 청주시 상당구 수영로156번길 10, 1층 (영운동)",36.6184097,127.5022085,,2022-10-31
253,안전상비의약품,씨유청주영운우주점,"충청북도 청주시 상당구 영운천로91번길 32, 1층 (영운동)",36.6209627,127.5069459,043-222-1182,2022-10-31
254,안전상비의약품,씨유청주용담부영점,"충청북도 청주시 상당구 호미로 327, 가좌마을 부영아파트 상가동 101호 (용담동)",36.6352109,127.5080829,,2022-10-31
255,안전상비의약품,씨유청주용암뜨란채점,"충청북도 청주시 상당구 단재로170번길 13, 101호 (용암동, 상록빌딩)",36.6144452,127.4994001,043-238-3758,2022-10-31
256,안전상비의약품,씨유청주용암시티점,충청북도 청주시 상당구 낙영로12번길 25 (용암동),36.616304,127.5088381,,2022-10-31
257,안전상비의약품,씨유청주용암임광점,"충청북도 청주시 상당구 용암로 37, 임광아파트 상가동 101, 106호 (용암동)",36.6112993,127.5071672,,2022-10-31
258,안전상비의약품,씨유청주용정굿모닝,"충청북도 청주시 상당구 쇠내로153번길 35, 1층 (용정동)",36.621214,127.5101921,,2022-10-31
259,안전상비의약품,씨유청주용정빌리지점,충청북도 청주시 상당구 영운천로153번길 12 (용정동),36.6231558,127.5134222,,2022-10-31
260,안전상비의약품,씨유청주용정원룸점,충청북도 청주시 상당구 영운천로 177 (용정동),36.6242935,127.5154979,043-288-7868,2022-10-31
261,안전상비의약품,씨유청주파모스라움점,충청북도 청주시 상당구 수영로196번길 12-25 (금천동),36.6208355,127.5034608,,2022-10-31
262,안전상비의약품,원트 청주점,충청북도 청주시 상당구 가덕면 단재로 1436,36.5781177,127.5771985,,2022-10-31
263,안전상비의약품,이마트24청주용암점,"충청북도 청주시 상당구 용암로 3 (용암동, 덕성그린타운)",36.6099197,127.5101282,043-288-9090,2022-10-31
264,안전상비의약품,지에스(GS)25 금천장자점,"충청북도 청주시 상당구 호미로 281, 상가동 102, 103호 (금천동, 장자마을3단지부영아파트)",36.6311273,127.5099729,,2022-10-31
265,안전상비의약품,지에스25 금천경희점,"충청북도 청주시 상당구 꽃산동로 4-5, 경희아파트 104호 (금천동)",36.6262529,127.5089348,,2022-10-31
266,안전상비의약품,지에스25 금천센트럴점,"충청북도 청주시 상당구 쇠내로 48, 112호 (금천동, 청주금천센트럴파크스타힐스)",36.6241817,127.5013031,,2022-10-31
267,안전상비의약품,지에스25 동남베르힐점,"충청북도 청주시 상당구 호미로 2, 101~102호 (용암동, 동남지구 대성베르힐2차)",36.6220195,127.5200894,,2022-10-31
268,안전상비의약품,지에스25 동남센터점,"충청북도 청주시 상당구 중고개로125번길 17, 동남지구 7블럭2로트 103호 (용암동)",36.6252363,127.5091628,,2022-10-31
269,안전상비의약품,지에스25 동남시티점,"충청북도 청주시 상당구 중고개로142번길 31, 117~118호 (용암동, 시티프라디움 1단지)",36.6252363,127.5091628,,2022-10-31
270,안전상비의약품,지에스25 동남우미린점,"충청북도 청주시 상당구 동남로41번길 10, 1층 110호 (방서동)",35.2362905,128.9935286,,2022-10-31
271,안전상비의약품,지에스25 동남펜타점,"충청북도 청주시 상당구 중고개로141번길 13-2, 1층 113~114호 (용암동)",36.6252363,127.5091628,,2022-10-31
272,안전상비의약품,지에스25(GS25)청주용정점,충청북도 청주시 상당구 영운천로153번길 27 (용정동),36.6236784,127.5125121,,2022-10-31
273,안전상비의약품,지에스25청주북문로,충청북도 청주시 상당구 우암산로 2 (북문로2가),36.6443319,127.4902656,,2022-10-31
274,안전상비의약품,청주미니스톱청주청석점,충청북도 청주시 상당구 원봉로 84 (용암동),36.6162816,127.5068907,043-283-3370,2022-10-31
275,안전상비의약품,흥부그랜드마트,충청북도 청주시 상당구 남일면 단재로 730-1,36.5663923,127.5095229,043-297-4073,2022-10-31
276,약국,100세약국,"충청북도 청주시 상당구 상당로 10, 1층 (서운동)",36.6311865,127.4941774,043-223-2627,2022-10-31
277,약국,가람약국,충청북도 청주시 상당구 월평로 172 (용암동),36.6105953,127.5035074,043-293-7272,2022-10-31
278,약국,가온약국,"충청북도 청주시 상당구 월평로 228, 1층 104호 (용암동)",36.6073881,127.508339,043-288-1233,2022-10-31
